Institute ID,TLR(100),RPC(100),GO(100),OI(100),Perception(100),Score,Ranking,TLR_SS_NT,TLR_SS_NE,TLR_SS_NP,"TLR_SS_f(NT,NE)",TLR_SSf(NP),TLR_SS,TLR_FSR_F,TLR_FSR_N (NT+NP),TLR_FSR,TLR_FQE_FRA,FRA_Faculty_with_PhD,TLR_FQE_FQ,Total_no_of_Faculty,Faculty_with_exp_upto_8yrs,Faculty_with_exp_between_8_to_15yrs,Faculty_with_exp_above_15yrs,TLR_FQE_F1,TLR_FQE_FE,TLR_FQE_F2,TLR_FQE_F3,TLR_FQE,TLR_FRU_BC,TLR_FRU_BO,TLR_FRU,TLR_OE_RD,TLR_OE_GD,TLR_OE_ESCS,TLR_OE_DA,TLR_MR_Employer_Score,TLR_MR_Academic_Peer_Score,TLR_MR_Public_Perception_Score,OE_Score,MR_Score ,OE_MR_Final_Score ,RP_SDG4,RP_SDG5,RP_SDG6,RP_SDG7,RP_SDG13,RP_SDG9,RP_SDG,RP_PU_P,RP_FRQ_Required,RP_FRQ_available,"FRQ_min(Req,Aval)",RP_PU_f(P/FRQ),RP_PU,RP_QP_CC,RP_QP_TOP25P,RP_QP_FRQ,RP_QP_f(CC/FRQ),RP_QP-F( TOP25P/P),RP_QP,RP_IPR_PG,RP_IPR_PP,RP_IPR,RP_FPPP_RF,RP_RF_Total_Research_Funding,RP_FPPP_CF,RP_CF_Total_Consultancy_Amt,RP_FPPP_FPC,RP_FPPP_FPR,FPPP,GO_GPH_Np,GO_NP_PLACED_STD,GO_NP_Total_GRADUATING_STD,GO_GPH_Nhs,GO_NHS_STUDENTS_PLACED_FOR_HIGHER_STUDIES,GPH,GO_GUE_Ng,GUE,GO_GMS_MS,GMS,GO_GPHD_Nphd,GO_GPHD,RD_Students_Other_States,OI_RD_FractionOtherStates,RD_Students_Other_Countries,OI_RD_FractionOtherCountries,OI_RD,Female_Students,Female_Faculty,OI_WD_NWS,OI_WD_NWF,OI_WD,OI_PCS,OI_ESCS_Nesc,OI_ESCS,PR_Employer_Score,PR_Academic_Peer_Score,PR_Accreditation_Score,PR_PeerPerception,PR+Accr
1,11.870310087049313,50.15390823290145,90.77892553479303,95.44941438044432,34.39769900473985,45.35166014385049,9.893421377398155,34.26965940057131,84.00258928383498,88.9823183013859,73.13540972156132,50.28951071915261,20.638510328206273,88.07869045584738,87.12308568946642,82.26542871298425,50.647943104595385,96.23522038179486,35.806441123422246,99.50377049572948,56.57615005654821,67.97216272063882,10.719428868528876,49.038018866925604,8.72185785274122,8.050616889939331,19.489865852432406,96.55822311940305,7.716112128783747,65.07415076371882,52.0101943474173,83.35025147816349,38.55840191685164,24.801791597430018,17.56872834598331,17.82710569568413,40.73436642368499,15.598726634064757,11.302870701442044,37.01966260506711,8.492946078495507,60.84441876138967,63.109285427435836,65.08210821606887,60.23672703938292,69.8385375066852,4.279020626479462,89.01029683283011,64.82936726803136,68.70604336826615,97.57031505451326,86.29944099420376,44.57135153929102,55.140423030324655,70.37694168749255,34.933087256352884,7.109530754558466,76.94150428668627,77.35086594062041,93.58528082944405,66.67948359317687,44.24824345943545,27.321278664974407,73.36655528039621,70.559723222739,43.244680041870254,44.66911995445684,76.63745259570557,21.96257673285789,64.19224416221286,77.9984695392147,99.16329587466883,49.692503512032616,70.92528801478069,67.50273449871288,40.46218412372096,74.43372770445673,40.525972756965224,34.2378797346006,28.70658638497114,38.74510746932919,59.38074641608829,88.60666380753788,72.34630976793835,25.037717935107825,94.36105764480321,3.6181189484423717,32.478885846760896,58.808711808409335,5.517277253038285,22.78284382438041,34.82426473877849,76.928150046212,46.694811290837904,79.40335909883328,5.46786533034333,34.944446164426054,57.802054581670596,39.079485042045086,48.18005642841965
2,81.48811941744958,15.764683538189676,44.96152016999834,52.44919507522133,25.6558614777421,31.721813147149724,80.90485764439546,22.18313097931834,49.93671031822273,86.26304031186942,25.80908125282869,2.9003111938430286,88.76405800293338,87.10638950538201,91.0239218987661,38.187875492850324,24.77586316067724,9.06781702007002,24.93921494020069,82.49040335899878,25.27413431503938,97.06024249378642,24.138911410265507,33.32538156653173,81.0693873434965,30.432078672558234,42.064391978573966,18.337588755457812,32.40741306732349,6.923822924915161,1.1386459916878389,3.511817455143654,18.15999167915948,49.12954371453283,22.296146514954927,97.4117112457657,42.38506020690094,31.007284189314042,1.6829609536782142,94.09637415913438,80.98577724552148,5.032539931991514,55.96492693707732,57.18523536990037,62.38935803059118,47.014545170530695,21.357895485266187,67.32433218713875,47.84562085479665,19.151775688799066,10.605877754645778,3.3244857111272896,1.5285336791294952,16.26290731620197,68.92104595567162,57.10608088347991,43.38118746624383,78.87237831566563,45.76148498947055,75.8252391895422,27.579975149081623,70.71164269171625,81.09389451349656,41.32480815266228,32.95780712267289,87.64572915096876,91.69829979361441,2.0185738053091082,71.80930883945199,97.05239191362952,41.70112066752231,14.021286637647824,25.603324690042626,77.63076654975859,34.66099927854053,39.4787982990597,34.20758726280698,24.13704928135088,26.25931946526487,11.612213930113018,37.46441239798538,22.11987728289373,20.95671601387493,3.295039978460892,43.18714203171793,72.11669070385149,61.172041412554,46.875027982728895,95.11201739742037,15.396189395625866,62.34445588866977,81.45841151715081,84.03229498184862,26.14116261083337,24.936814360641016,77.86529159811691,7.607046888517513,37.788043981091,34.808633846049055,98.37752373676265
3,54.10728648421039,27.715039584149277,90.38038958089197,29.254558167140885,66.52184692481329,47.15250555925164,24.449183153622734,5.237112761851908,85.48402099749327,65.63444258828162,93.27413257955956,9.53734734482366,93.46052759950851,18.708121875618424,31.634232778171192,52.10302955068266,14.028323903110405,72.30728239850234,10.766286065483715,39.26671405296071,9.53836947977885,88.81636230668495,18.130156489555937,21.9882570692186,41.54788719714864,53.83555368493572,6.463741072855714,90.56605303897561,61.09922571527331,43.228045056473,42.1858145128098,13.11344804160627,81.29504625656381,73.54643555973689,31.049527602075273,24.425671012249957,48.09589666807107,82.96704290737343,32.91998856870342,72.70280149216474,60.15813514169989,31.71560291652078,58.99857504576894,89.89757275384358,62.65274028281075,20.191545721368467,74.59645016426599,22.83187771267933,91.13047746331047,30.29953558527822,13.310629895277701,46.171267336271086,96.16144449443154,36.89914722190621,57.89081083908141,78.2848099610231,91.91356321476427,44.66634240108837,36.22573409610659,46.87428046909741,98.33408352045102,90.47005028529885,93.89083822212515,98.72328788370694,34.07170889643514,7.625108380700134,72.40889020247074,66.28512793204287,4.8664798720412,80.62825898482384,43.7388692713149,89.78827011706971,39.31520023189778,92.40284140520475,30.807185701384228,93.34810075090034,61.21136478876429,57.89050060626913,79.47299001505058,52.504051083883965,48.56929391674833,8.57905145479339,93.68228284533431,87.32576216406208,60.98049141422471,61.096325898342975,55.377972992348035,81.02196469772677,37.82458255754981,79.68215068555305,97.66826099308602,42.40737671396469,83.70246062770109,45.00610602419954,8.872814094262225,23.9639677702004,47.761876296126495,54.61640085654569,96.46805715523834,53.65918175335637
4,12.291977390600254,48.790506668500115,77.9201098825759,87.34538824182009,66.1789600274999,69.94969420961694,7.0378325126959,74.17836704288428,55.47261767778658,50.57579725123074,9.551833779326156,36.2448495310175,17.055133073909975,43.285872484462416,19.571082932724313,79.84355318589706,22.385201213305102,36.68214268329401,33.25685613995412,68.80574735712914,67.51167927433987,97.78844132980963,32.3435808244069,37.00324074388302,18.92884473873997,74.64322947566623,41.5425767791407,68.15498128076861,61.26491625337599,47.931229049156705,9.235201522467763,84.02824284463289,91.01169452390306,48.89176578581544,53.49048010081747,17.66900529441333,10.853891971739516,78.6511135174167,24.152897368533075,66.15783875350063,33.01658156274528,1.4659536600224472,1.1544849964046398,16.199875264000852,46.161022050155964,43.5968772099377,68.2131210811517,72.72556962184629,74.49536453702294,50.73953392163993,95.62524912744475,70.87824796644446,17.897749640896578,76.1776830820645,6.711575789743866,29.666751242899156,44.49192871215439,20.167142086215737,51.268648406260205,61.09823672782325,18.858778634833207,53.88273108345956,99.59000729487582,60.576355962247895,88.95205998243387,6.457431925511018,32.17722945832642,21.7435979206,45.34824490765794,39.72176911711366,33.926908876363335,30.16585035952974,59.85367773275347,8.240509988236711,43.83738427742258,70.04728073227514,83.38582138521826,89.45838177550402,50.26744794348349,80.82986384317485,70.0889123840632,79.8156663898997,9.221561801952078,99.21596834180868,72.25410425974006,18.411686838498824,77.70168616022984,79.71999294194694,68.1485689737708,56.56010026110293,53.01715313355228,99.86413725410257,30.073679453421715,18.131667736847508,16.69789081669962,33.0393399735721,96.91287077666924,25.373513350361378,27.074296964068935,53.68561783315604
5,16.841076650624032,3.0928343638317943,22.94314429707039,60.84943829447473,4.669650616415899,48.72434544833361,47.75518586875565,43.40759856086745,98.48013829404003,87.58408452767137,99.36441128272054,14.94175250019692,3.911865671168546,12.005341522129713,14.392322834312159,32.35516443442882,26.714746862490024,73.83334881938225,28.408510838858376,71.94153874438118,20.949429949948478,37.16223812615846,74.88415516771182,91.42662102334121,12.915217278294811,83.2102794475702,21.08532615653809,93.7479996281625,10.569712393401353,40.74949380933712,45.46878564806026,22.660702310470096,8.455364031153678,46.35211107897464,35.16651740790265,17.234983724812245,79.29977959479257,65.82685431252884,36.847679894689705,65.70295504137889,37.06120078380994,1.6247194886702194,47.405932604294776,83.07165002602052,93.53612822760591,21.45127833674943,65.07053048348132,72.23807659341671,4.823460172159275,81.80872757872514,87.38981761479765,20.416655200252364,42.532306836265406,72.63521927627897,13.556928006392523,17.643050055870663,28.47858568250413,63.35751572117668,65.30305903885412,90.84464841970966,90.76357577485308,9.724315872174161,4.98782124195724,15.659250881770987,10.767116921845604,65.14701733999968,34.16756830891844,60.90746120473243,46.406519579291995,48.73529692554832,91.81562503723482,63.29593683178599,89.87837761845965,93.25985020373804,87.19797238992004,54.28241861508482,35.20330878101592,20.529962904091523,19.14140168115542,31.310189575242187,59.55679175307389,83.01202713714738,94.6868738946818,96.44745705012816,62.39231339207176,48.18698819690963,78.27542004561792,69.6201741636956,45.85225055978577,59.53232207205049,45.06199964533022,34.85210712600845,52.665120000649985,24.31086996662252,12.29890385050953,91.26953757140599,25.667121023047724,5.547948805801429,31.506012977910757,86.42224488139237
6,82.38828133521362,76.80653775113994,93.03709974115787,55.794970075251946,94.82218971557286,83.61909818632517,32.14993971953821,28.385685776150098,66.33307535321765,52.3880547651081,63.63463772103958,95.82642521875357,1.4003990174826517,59.91468389122142,40.04749296052677,3.582231282637006,86.86177533727628,52.37631838563643,58.10282492296358,65.46370820382859,73.58880810315836,48.953255037839014,5.19203075294688,10.328852142974883,22.855676490530033,34.446407082357,2.87647885441649,25.574688232289905,68.03471530071108,64.10116186955409,56.02368580183927,84.27148852569815,58.40087060287285,81.25545073499943,30.672926047079898,35.085182444279454,38.32931510938759,33.52662255150805,35.695206562697784,55.982718123832605,3.691092135132944,82.20966211975637,87.6227434927971,53.29450026500249,69.51805842913865,29.429439150655003,57.92036314997112,77.44032499844502,54.71436791336626,34.35628100626205,21.89644778847528,22.91324222745972,61.06043303203473,17.352207295341877,4.888351344914604,45.52651194185898,62.23109967834338,85.49198919733149,50.73187542650248,83.291627440302,45.09179052913924,6.370665801781534,57.32173129480995,18.014593552686613,21.343288703696906,91.04634299754098,46.067493560521086,57.544976304527125,8.714873915720787,47.37715768384996,81.35308490128614,87.90520896664349,42.94757286374931,25.389466834653458,58.481088495371104,18.2874771154197,4.65936313462462,67.95416482275198,36.54734610833296,26.79268430745493,48.918216665143696,25.883852163024812,9.150869992505857,43.07253427282825,24.16367473175366,50.21981432885788,44.37303915700506,12.465187207030466,18.946881231365296,35.573159989343885,99.2332935779555,90.84200048693062,4.498907282493409,55.731579860508056,71.7700184111293,31.35326627502901,44.65990060175848,33.35797606584218,35.38199834896825,94.78542163513801
7,36.193200671053205,20.494572841380773,25.003994502447764,19.668891497467694,36.82345057890146,55.772551834709915,59.22676569404389,31.44522331096727,38.031996916998246,19.821001669771693,47.5251953924916,4.377651790209027,91.39131197968373,95.51794836342057,82.814222193243,72.09630778146735,71.31593197234476,63.32101785587513,37.50976420120006,43.8159106710977,83.41831958139608,37.8899487891226,8.302624539060192,7.012130322656715,13.073626849469909,93.94089177997908,30.601641293374765,35.17126438601266,84.78754353006639,97.39267513609444,85.37488529060272,24.39873790050134,93.87727958821054,17.07255305022847,19.08670296357506,61.91625541307582,25.209419033474894,12.659914922235053,63.3712756831155,51.78506311452056,26.327688468220032,75.2317733146477,33.92298687545799,86.19580563371066,8.347450599633882,29.067938234806203,20.968200690076465,89.3252389251604,99.37364287598105,44.54171058039284,97.04030130823509,49.47770252558441,67.80680222585588,43.25912841686637,72.1330576233229,79.16195452219823,74.01722539077133,53.421224156536304,79.24255225567475,61.92989508050726,43.300278879596924,79.9727173457026,27.37796016513155,3.7033430889118426,27.719513164072456,79.6260217515264,4.133904151408959,95.74759732328233,24.92151960563544,26.69484188232724,27.4724425694632,10.194658956196433,57.91179735094118,85.96294752897589,64.42693016146254,14.62165708668686,1.0960267919809832,10.216296880990168,21.1433491398095,21.5690141887667,20.345411217551966,82.76955311783458,23.559173839557758,40.53669238224427,11.929554475115271,64.24809366810217,29.465584422462552,24.975564722814642,92.17580263097803,86.98572867334082,17.332029528664485,46.485197969449075,5.233321278018277,30.826649277979403,74.7756984603838,38.32613925236074,82.32367412277948,16.90742064869163,78.5137946134605,18.41703505548597
8,82.28851150903347,86.79451447127146,90.93357625590404,5.018559833639857,91.82337362549943,39.190752018710775,60.41495239040956,14.366629907366189,76.57303375556165,94.34047017831926,31.767430996278307,97.43088789815526,16.04983874300322,19.002850324009245,85.41367992912863,90.31523785974476,55.68091335192961,8.468237320356252,23.921460817752934,88.6260218310042,98.90754755779896,96.4662669331792,56.86805902705504,12.330689979817768,46.43412695925863,24.82185393977488,23.404150906250038,17.275774921375355,63.48528832146966,27.462680626684097,30.247814471067525,77.30012367339043,64.72985058253943,48.03506689787379,16.760898762008708,8.828685209937547,32.50846380417663,98.3711079349253,68.32146478661076,88.33310274021484,42.91665397430508,74.66994053680824,45.04332157469493,43.23967050356168,78.71576685295962,76.34229898566566,40.39544030089133,16.051193906259993,20.77502177706731,95.77679763884453,21.691201173549793,88.56496849693681,56.9161397571567,44.82863745353745,48.28236833314953,39.54390472157927,46.81291377001365,46.64572582375491,16.550359134499388,91.61652994271759,70.42842589909237,4.23761031372951,98.90197330939324,71.76793185280309,10.341274275500687,80.1023596416036,99.14667657299611,19.838544059611984,26.737171061295562,84.88152368837267,32.748725352524076,16.033206260738126,91.17425776161664,82.99198448164384,12.335383137349552,20.171118796518655,86.1233111623927,55.03386152123775,21.69355889165649,48.192015911830595,18.205321076585424,31.982214970336145,57.050388378360985,52.71019952142887,8.302108260217109,37.23946255359594,10.633026866100748,71.64102877877308,45.51148606832536,96.38586682611461,20.579719385742557,93.66390614202766,88.24083656626644,16.800994466177503,34.4544969742266,19.038193683144254,95.03263195168087,73.69257113720876,85.16586046501114,14.069335723760723
9,7.880832435841446,3.203722914566238,61.895797875455564,46.67908953843347,58.7882788288379,78.44978554173606,68.46859911672924,82.8493027088681,51.479832696132114,37.95577532781442,41.10904670366198,65.99881830581405,44.097911614042324,40.959406014751366,5.546870431076924,92.86095638116086,3.073161155755271,96.68143014433328,61.64194725547458,77.38358679107924,50.91733872704911,40.868160707024664,52.50571562475139,77.92077595978748,35.61927639078346,8.977059683877584,42.55621296016883,42.82092579597812,31.686628307627814,61.36713401193014,57.114041653706714,54.67546521530524,82.21169999031235,82.41508370774227,47.821034293515254,16.784023245259014,61.575110101073165,25.89121485415283,13.608542404064627,8.425190834742008,71.97444338294487,36.009851056323306,13.121976796583278,48.69821976082517,28.273721307757693,51.271103751987724,48.33190240001385,95.71767863555831,62.10030325352501,29.125700300582587,9.763011460121653,40.42885713763657,18.68042908489988,51.34960105480607,95.54313578020768,91.41417375374361,38.622740871675596,97.94316518019039,40.222594956563505,38.64840954689017,10.238433303054336,99.89283069073876,98.44851843694536,44.8899382760692,67.09406341719082,36.637525632277104,47.31640566759867,6.000296630450504,89.4060493959767,69.59052167848238,74.23840136230162,73.58459571710986,84.26509947100446,79.56739442702646,12.94595262970982,63.06672008304774,55.106103275468264,67.93140983421885,8.503579997749465,57.70335246532233,91.66181355142429,81.38541893328674,19.61529480763827,66.79595918587384,11.694261209968895,15.392705277309473,61.520890548345456,86.08093719764429,1.83249280029498,22.153318951098417,38.689079170422744,42.70919268138656,6.05696798031004,62.34305842573647,76.71298387888675,8.64020827009719,6.532658645074132,73.30815924240508,22.491621859961803,68.5658849441642
10,25.1420471671163,53.6810373794763,67.07023461286504,53.27664576777941,65.60645681446509,43.701066399314364,58.067790017175355,15.248524098030243,80.79647484413657,62.81055378768504,78.45990665054522,41.31554466963628,6.65897528248612,95.44865319907821,21.713656770579288,80.09210815066925,82.29843994970206,1.3808011022689188,32.983698968436784,54.65997546776402,97.4925251665854,12.559428055405874,47.93343226077557,5.793228434139078,36.30231543382048,92.57595691006912,76.1425169779299,94.80244856961565,1.2470107170864209,36.14287630101924,7.579224772281897,67.42839250335697,23.752372791463934,84.68009524793057,45.14410254013002,97.66881629835214,77.73540297745596,84.61901223267841,49.377495121500644,29.563481049276316,28.203065717863023,70.22510848408612,45.573194451536175,42.809418422466464,72.58029400954116,79.52113710592593,58.661838055462,99.85371767921349,28.07601429742271,62.18846280296294,68.5066817274392,48.964156139140506,47.708199786604666,46.65468824327311,95.28050838803847,25.54355367122045,37.08593823083452,54.20513053279637,7.5844355089095306,73.58486465160253,55.12253458765944,13.62337985339929,93.47654574501922,2.085914575355236,90.72101461540949,59.57834068505871,77.73094817550188,61.51638172354951,51.751362225826135,60.1558876203219,42.991350566642176,35.329467770955794,19.349364637043863,30.081978998844967,50.73098505774439,6.545849071982809,65.39467386343057,67.41858439636273,64.8736391135868,14.322005295160169,55.61308243781783,7.7988635096105385,39.5351083747176,28.48164607507876,35.23044381904577,87.96887898626076,28.08712523914306,17.652593542339673,46.20737122022979,32.18492732174103,75.00272132564295,47.37700917729899,55.342423661392296,83.81018953493901,84.00449280737777,11.690626862209147,75.21853548936862,8.199672796438179,41.33029056623295,61.56354049514701
